央卫频道,#genre#
东南卫视,http://k.061899.xyz/k.php?id=dnws
大湾区卫视,http://k.061899.xyz/k.php?id=dwqws
海南卫视,http://k.061899.xyz/k.php?id=hinws
湖南卫视,http://k.061899.xyz/k.php?id=hunws
北京卫视,http://k.061899.xyz/k.php?id=bjws
天津卫视,http://k.061899.xyz/k.php?id=tjws
重庆卫视,http://k.061899.xyz/k.php?id=cqws
黑龙江卫视,http://k.061899.xyz/k.php?id=hljws
吉林卫视,http://k.061899.xyz/k.php?id=jlws
辽宁卫视,http://k.061899.xyz/k.php?id=lnws
内蒙古卫视,http://k.061899.xyz/k.php?id=nmgws
宁夏卫视,http://k.061899.xyz/k.php?id=nxws
甘肃卫视,http://k.061899.xyz/k.php?id=gsws
安多卫视,http://k.061899.xyz/k.php?id=adws
河北卫视,http://k.061899.xyz/k.php?id=hbws
山西卫视,http://k.061899.xyz/k.php?id=sxiws
山东卫视,http://k.061899.xyz/k.php?id=sdws
安徽卫视,http://k.061899.xyz/k.php?id=ahws
深圳卫视,http://k.061899.xyz/k.php?id=szws
广西卫视,http://k.061899.xyz/k.php?id=gxws
云南卫视,http://k.061899.xyz/k.php?id=ynws
贵州卫视,http://k.061899.xyz/k.php?id=gzws
四川卫视,http://k.061899.xyz/k.php?id=scws
新疆卫视,http://k.061899.xyz/k.php?id=xjws
西藏卫视,http://k.061899.xyz/k.php?id=xzws
兵团卫视,http://k.061899.xyz/k.php?id=btws

CCTV1,http://j.s.bkpcp.top/jj/cctv1
CCTV2,http://j.s.bkpcp.top/jj/cctv2
CCTV3,http://j.s.bkpcp.top/jj/cctv3
CCTV4,http://j.s.bkpcp.top/jj/cctv4
CCTV5,http://j.s.bkpcp.top/jj/cctv5
CCTV5+,http://j.s.bkpcp.top/jj/cctv5p
CCTV6,http://j.s.bkpcp.top/jj/cctv6
CCTV7,http://j.s.bkpcp.top/jj/cctv7
CCTV8,http://j.s.bkpcp.top/jj/cctv8
CCTV9,http://j.s.bkpcp.top/jj/cctv9
CCTV10,http://j.s.bkpcp.top/jj/cctv10
CCTV11,http://j.s.bkpcp.top/jj/cctv11
CCTV12,http://j.s.bkpcp.top/jj/cctv12
CCTV13,http://j.s.bkpcp.top/jj/cctv13
CCTV14,http://j.s.bkpcp.top/jj/cctv14
CCTV15,http://j.s.bkpcp.top/jj/cctv15
CCTV16,http://j.s.bkpcp.top/jj/cctv16
CCTV17,http://j.s.bkpcp.top/jj/cctv17
浙江卫视,http://j.s.bkpcp.top/jj/zjws
广东卫视,http://j.s.bkpcp.top/jj/gdws
江苏卫视,http://j.s.bkpcp.top/jj/jsws
东方卫视,http://j.s.bkpcp.top/jj/dfws
陕西卫视,http://j.s.bkpcp.top/jj/sxws
江西卫视,http://j.s.bkpcp.top/jj/jxws
湖北卫视,http://j.s.bkpcp.top/jj/hubws
吉林卫视,http://j.s.bkpcp.top/jj/jlws
青海卫视,http://j.s.bkpcp.top/jj/qhws
河南卫视,http://j.s.bkpcp.top/jj/hnws
东南卫视,http://j.s.bkpcp.top/jj/dnws
海南卫视,http://j.s.bkpcp.top/jj/hinws
湖南卫视,http://j.s.bkpcp.top/jj/hunws
北京卫视,http://j.s.bkpcp.top/jj/bjws
天津卫视,http://j.s.bkpcp.top/jj/tjws
重庆卫视,http://j.s.bkpcp.top/jj/cqws
黑龙江卫视,http://j.s.bkpcp.top/jj/hljws
吉林卫视,http://j.s.bkpcp.top/jj/jlws
辽宁卫视,http://j.s.bkpcp.top/jj/lnws
内蒙古卫视,http://j.s.bkpcp.top/jj/nmgws
宁夏卫视,http://j.s.bkpcp.top/jj/nxws
甘肃卫视,http://j.s.bkpcp.top/jj/gsws
河北卫视,http://j.s.bkpcp.top/jj/hbws
山西卫视,http://j.s.bkpcp.top/jj/sxiws
山东卫视,http://j.s.bkpcp.top/jj/sdws
安徽卫视,http://j.s.bkpcp.top/jj/ahws
深圳卫视,http://j.s.bkpcp.top/jj/szws
广西卫视,http://j.s.bkpcp.top/jj/gxws
云南卫视,http://j.s.bkpcp.top/jj/ynws
贵州卫视,http://j.s.bkpcp.top/jj/gzws
四川卫视,http://j.s.bkpcp.top/jj/scws

CCTV1,http://8.138.7.223/tv/migu720.php?id=CCTV1
CCTV2,http://8.138.7.223/tv/migu720.php?id=CCTV2
CCTV3,http://8.138.7.223/tv/migu720.php?id=CCTV3
CCTV4,http://8.138.7.223/tv/migu720.php?id=CCTV4
CCTV5,http://8.138.7.223/tv/migu720.php?id=CCTV5
CCTV5+,http://8.138.7.223/tv/migu720.php?id=CCTV5p 
CCTV6,http://8.138.7.223/tv/migu720.php?id=CCTV6
CCTV7,http://8.138.7.223/tv/migu720.php?id=CCTV7
CCTV8,http://8.138.7.223/tv/migu720.php?id=CCTV8
CCTV9,http://8.138.7.223/tv/migu720.php?id=CCTV9
CCTV10,http://8.138.7.223/tv/migu720.php?id=CCTV10
CCTV11,http://8.138.7.223/tv/migu720.php?id=CCTV11
CCTV12,http://8.138.7.223/tv/migu720.php?id=CCTV12
CCTV13,http://8.138.7.223/tv/migu720.php?id=CCTV13
CCTV14,http://8.138.7.223/tv/migu720.php?id=CCTV14
CCTV15,http://8.138.7.223/tv/migu720.php?id=CCTV15
CCTV17,http://8.138.7.223/tv/migu720.php?id=CCTV17

CCTV1,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1008
CCTV2,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1009
CCTV3,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1010
CCTV4,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1011
CCTV5,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1012
CCTV6,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1013
CCTV7,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1014
CCTV8,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1015
CCTV9,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1016
CCTV10,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1017
CCTV11,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1018
CCTV12,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1019
CCTV13,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1020
CCTV14,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1021
CCTV17,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1075

CCTV1,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv1
CCTV1,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1001
CCTV2,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv2
CCTV2,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1002
CCTV3,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv3
CCTV3,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1003
CCTV4,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv4
CCTV4,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1004
CCTV5,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv5
CCTV5,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1005
CCTV6,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv6
CCTV6,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1006
CCTV7,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv7
CCTV7,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1007
CCTV8,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv8
CCTV8,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1008
CCTV9,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv9
CCTV9,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1009
CCTV10,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv10
CCTV10,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1010
CCTV11,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv11
CCTV11,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1011
CCTV12,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv12
CCTV12,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1012
CCTV13,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv13
CCTV13,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1013
CCTV14,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv14
CCTV14,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1014
CCTV15,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv15
CCTV15,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1015
CCTV5+,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv5p
CCTV5+,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1016
CCTV17,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1018
安徽卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=ahws
北京卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=bjws
深圳卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=szws
河北卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=hebeiws
甘肃卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=gsws
广西卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=gxws
贵州卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=gzws
河南卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=hnws
辽宁卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=lnws
吉林卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=jlws
四川卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=scws
陕西卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=shxws
东方卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=dfws
西藏卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=xzws
宁夏卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=linxws
浙江卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=zjws
江苏卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=jsws
湖南卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=hunanws
天津卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=tjws
山西卫视,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=sxws

CCTV1,http://go.migu.209173.xyz/php/kuai.php?id=578
CCTV2,http://go.migu.209173.xyz/php/kuai.php?id=579
CCTV3,http://go.migu.209173.xyz/php/kuai.php?id=580
CCTV4,http://go.migu.209173.xyz/php/kuai.php?id=581
CCTV5,http://go.migu.209173.xyz/php/kuai.php?id=582
CCTV5+,http://go.migu.209173.xyz/php/kuai.php?id=583
CCTV6,http://go.migu.209173.xyz/php/kuai.php?id=584
CCTV7,http://go.migu.209173.xyz/php/kuai.php?id=585
CCTV8,http://go.migu.209173.xyz/php/kuai.php?id=586
CCTV9,http://go.migu.209173.xyz/php/kuai.php?id=587
CCTV10,http://go.migu.209173.xyz/php/kuai.php?id=588
CCTV11,http://go.migu.209173.xyz/php/kuai.php?id=589
CCTV12,http://go.migu.209173.xyz/php/kuai.php?id=590
CCTV13,http://go.migu.209173.xyz/php/kuai.php?id=591
CCTV14,http://go.migu.209173.xyz/php/kuai.php?id=592
CCTV15,http://go.migu.209173.xyz/php/kuai.php?id=593
CCTV17,http://go.migu.209173.xyz/php/kuai.php?id=594
CCTV4美洲,http://go.migu.209173.xyz/php/kuai.php?id=595
CCTV4欧洲,http://go.migu.209173.xyz/php/kuai.php?id=596
海南卫视,http://go.migu.209173.xyz/php/kuai.php?id=600
江西卫视,http://go.migu.209173.xyz/php/kuai.php?id=602
黑龙江卫视,http://go.migu.209173.xyz/php/kuai.php?id=621
东南卫视,http://go.migu.209173.xyz/php/kuai.php?id=618
湖北卫视,http://go.migu.209173.xyz/php/kuai.php?id=604
山东卫视,http://go.migu.209173.xyz/php/kuai.php?id=613
安徽卫视,http://go.migu.209173.xyz/php/kuai.php?id=612
广东卫视,http://go.migu.209173.xyz/php/kuai.php?id=598
北京卫视,http://go.migu.209173.xyz/php/kuai.php?id=608
深圳卫视,http://go.migu.209173.xyz/php/kuai.php?id=606
江苏卫视,http://go.migu.209173.xyz/php/kuai.php?id=599
浙江卫视,http://go.migu.209173.xyz/php/kuai.php?id=617
河北卫视,http://go.migu.209173.xyz/php/kuai.php?id=615
四川卫视,http://go.migu.209173.xyz/php/kuai.php?id=610
辽宁卫视,http://go.migu.209173.xyz/php/kuai.php?id=620
重庆卫视,http://go.migu.209173.xyz/php/kuai.php?id=607
湖南卫视,http://go.migu.209173.xyz/php/kuai.php?id=609
河南卫视,http://go.migu.209173.xyz/php/kuai.php?id=616
贵州卫视,http://go.migu.209173.xyz/php/kuai.php?id=619
广西卫视,http://go.migu.209173.xyz/php/kuai.php?id=614
吉林卫视,http://go.migu.209173.xyz/php/kuai.php?id=601
陕西卫视,http://go.migu.209173.xyz/php/kuai.php?id=603
天津卫视,http://go.migu.209173.xyz/php/kuai.php?id=611
青海卫视,http://go.migu.209173.xyz/php/kuai.php?id=605
甘肃卫视,http://go.migu.209173.xyz/php/kuai.php?id=622
新疆卫视,http://go.migu.209173.xyz/php/kuai.php?id=623
山西卫视,http://go.migu.209173.xyz/php/kuai.php?id=624
东方卫视,http://go.migu.209173.xyz/php/kuai.php?id=597

CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV2,http://go.bkpcp.top/mg/cctv2
CCTV3,http://go.bkpcp.top/mg/cctv3
CCTV4,http://go.bkpcp.top/mg/cctv4
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5+,http://go.bkpcp.top/mg/cctv5p
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12
CCTV13,http://go.bkpcp.top/mg/cctv13
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV17,http://go.bkpcp.top/mg/cctv17
浙江卫视,http://go.bkpcp.top/mg/zjws
广东卫视,http://go.bkpcp.top/mg/gdws
江苏卫视,http://go.bkpcp.top/mg/jsws
东方卫视,http://go.bkpcp.top/mg/dfws
陕西卫视,http://go.bkpcp.top/mg/sxws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
吉林卫视,http://go.bkpcp.top/mg/jlws
青海卫视,http://go.bkpcp.top/mg/qhws
河南卫视,http://go.bkpcp.top/mg/hnws
东南卫视,http://go.bkpcp.top/mg/dnws
大湾区卫视,http://go.bkpcp.top/mg/dwqws
海南卫视,http://go.bkpcp.top/mg/hinws
湖南卫视,http://go.bkpcp.top/mg/hunws
北京卫视,http://go.bkpcp.top/mg/bjws
天津卫视,http://go.bkpcp.top/mg/tjws
重庆卫视,http://go.bkpcp.top/mg/cqws
黑龙江卫视,http://go.bkpcp.top/mg/hljws
吉林卫视,http://go.bkpcp.top/mg/jlws
辽宁卫视,http://go.bkpcp.top/mg/lnws
内蒙古卫视,http://go.bkpcp.top/mg/nmgws
甘肃卫视,http://go.bkpcp.top/mg/gsws
河北卫视,http://go.bkpcp.top/mg/hbws
山西卫视,http://go.bkpcp.top/mg/sxiws
山东卫视,http://go.bkpcp.top/mg/sdws
安徽卫视,http://go.bkpcp.top/mg/ahws
深圳卫视,http://go.bkpcp.top/mg/szws
广西卫视,http://go.bkpcp.top/mg/gxws
云南卫视,http://go.bkpcp.top/mg/ynws
宁夏卫视,http://go.bkpcp.top/mg/nxws
贵州卫视,http://go.bkpcp.top/mg/gzws
四川卫视,http://go.bkpcp.top/mg/scws
新疆卫视,http://go.bkpcp.top/mg/xjws
西藏卫视,http://go.bkpcp.top/mg/xzws
兵团卫视,http://go.bkpcp.top/mg/btws
CHC动作电影,http://go.bkpcp.top/mg/dzdy
CHC影迷电影,http://go.bkpcp.top/mg/ymdy
CHC家庭影院,http://go.bkpcp.top/mg/jtyy

CCTV1,http://b.tvbox6.icu/tv/ysp.php?id=1
CCTV2,http://b.tvbox6.icu/tv/ysp.php?id=2
CCTV3,http://b.tvbox6.icu/tv/ysp.php?id=3
CCTV4,http://b.tvbox6.icu/tv/ysp.php?id=4
CCTV5,http://b.tvbox6.icu/tv/ysp.php?id=5
CCTV5+,http://b.tvbox6.icu/tv/ysp.php?id=6
CCTV6,http://b.tvbox6.icu/tv/ysp.php?id=7
CCTV7,http://b.tvbox6.icu/tv/ysp.php?id=8
CCTV8,http://b.tvbox6.icu/tv/ysp.php?id=9
CCTV9,http://b.tvbox6.icu/tv/ysp.php?id=10
CCTV10,http://b.tvbox6.icu/tv/ysp.php?id=11
CCTV11,http://b.tvbox6.icu/tv/ysp.php?id=12
CCTV12,http://b.tvbox6.icu/tv/ysp.php?id=13
CCTV13,http://b.tvbox6.icu/tv/ysp.php?id=14
CCTV14,http://b.tvbox6.icu/tv/ysp.php?id=15
CCTV15,http://b.tvbox6.icu/tv/ysp.php?id=16
CCTV16,http://b.tvbox6.icu/tv/ysp.php?id=17
CCTV17,http://b.tvbox6.icu/tv/ysp.php?id=18
CCTV4K,http://b.tvbox6.icu/tv/ysp.php?id=19
CCTV8K,http://b.tvbox6.icu/tv/ysp.php?id=20
CGTN,http://b.tvbox6.icu/tv/ysp.php?id=66
北京卫视,http://b.tvbox6.icu/tv/ysp.php?id=33
东方卫视,http://b.tvbox6.icu/tv/ysp.php?id=34
江苏卫视,http://b.tvbox6.icu/tv/ysp.php?id=35
浙江卫视,http://b.tvbox6.icu/tv/ysp.php?id=36
湖南卫视,http://b.tvbox6.icu/tv/ysp.php?id=37
湖北卫视,http://b.tvbox6.icu/tv/ysp.php?id=38
广东卫视,http://b.tvbox6.icu/tv/ysp.php?id=39
广西卫视,http://b.tvbox6.icu/tv/ysp.php?id=40
黑龙江卫视,http://b.tvbox6.icu/tv/ysp.php?id=41
海南卫视,http://b.tvbox6.icu/tv/ysp.php?id=42
重庆卫视,http://b.tvbox6.icu/tv/ysp.php?id=43
深圳卫视,http://b.tvbox6.icu/tv/ysp.php?id=44
四川卫视,http://b.tvbox6.icu/tv/ysp.php?id=45
河南卫视,http://b.tvbox6.icu/tv/ysp.php?id=46
东南卫视,http://b.tvbox6.icu/tv/ysp.php?id=47
贵州卫视,http://b.tvbox6.icu/tv/ysp.php?id=48
江西卫视,http://b.tvbox6.icu/tv/ysp.php?id=49
辽宁卫视,http://b.tvbox6.icu/tv/ysp.php?id=50
安徽卫视,http://b.tvbox6.icu/tv/ysp.php?id=51
河北卫视,http://b.tvbox6.icu/tv/ysp.php?id=52
山东卫视,http://b.tvbox6.icu/tv/ysp.php?id=53
天津卫视,http://b.tvbox6.icu/tv/ysp.php?id=54
吉林卫视,http://b.tvbox6.icu/tv/ysp.php?id=55
陕西卫视,http://b.tvbox6.icu/tv/ysp.php?id=56
甘肃卫视,http://b.tvbox6.icu/tv/ysp.php?id=57
宁夏卫视,http://b.tvbox6.icu/tv/ysp.php?id=58
内蒙古卫视,http://b.tvbox6.icu/tv/ysp.php?id=59
云南卫视,http://b.tvbox6.icu/tv/ysp.php?id=60
山西卫视,http://b.tvbox6.icu/tv/ysp.php?id=61
青海卫视,http://b.tvbox6.icu/tv/ysp.php?id=62
CETV1,http://b.tvbox6.icu/tv/ysp.php?id=63
新疆卫视,http://b.tvbox6.icu/tv/ysp.php?id=64
兵团卫视,http://b.tvbox6.icu/tv/ysp.php?id=65

CCTV1,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzEvbGl2ZS5tM3U4
CCTV2,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzIvbGl2ZS5tM3U4
CCTV3,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzMvbGl2ZS5tM3U4
CCTV4,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzQvbGl2ZS5tM3U4
CCTV5,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzUvbGl2ZS5tM3U4
CCTV6,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzcvbGl2ZS5tM3U4
CCTV7,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzgvbGl2ZS5tM3U4
CCTV8,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzkvbGl2ZS5tM3U4
CCTV9,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzEwL2xpdmUubTN1OA==
CCTV10,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzExL2xpdmUubTN1OA==
CCTV12,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzEyL2xpdmUubTN1OA==
CCTV13,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzEzL2xpdmUubTN1OA==
